solver,nprocs,topology,nx_global,ny_global,nx_local,ny_local,iteration,halo_walltime_seconds
manual_halo,16,16x1,32770,8194,2050,8194,32,0.000381237
manual_halo,16,16x1,32770,8194,2050,8194,33,0.000383828
manual_halo,16,16x1,32770,8194,2050,8194,34,0.000401683
manual_halo,16,16x1,32770,8194,2050,8194,35,0.000394388
manual_halo,16,16x1,32770,8194,2050,8194,36,0.000385172
manual_halo,16,16x1,32770,8194,2050,8194,37,0.000383923
manual_halo,16,16x1,32770,8194,2050,8194,38,0.000388883
manual_halo,16,16x1,32770,8194,2050,8194,39,0.000386612
manual_halo,16,16x1,32770,8194,2050,8194,40,0.000398836
manual_halo,16,16x1,32770,8194,2050,8194,41,0.000434387
manual_halo,16,16x1,32770,8194,2050,8194,42,0.000372725
manual_halo,16,16x1,32770,8194,2050,8194,43,0.000376756
manual_halo,16,16x1,32770,8194,2050,8194,44,0.000395923
manual_halo,16,16x1,32770,8194,2050,8194,45,0.000383763
manual_halo,16,16x1,32770,8194,2050,8194,46,0.000388724
manual_halo,16,16x1,32770,8194,2050,8194,47,0.000398611
manual_halo,16,16x1,32770,8194,2050,8194,48,0.000380436
manual_halo,16,16x1,32770,8194,2050,8194,49,0.000367829
manual_halo,16,16x1,32770,8194,2050,8194,50,0.000389427
manual_halo,16,16x1,32770,8194,2050,8194,51,0.000382484
manual_halo,16,16x1,32770,8194,2050,8194,52,0.000386069
manual_halo,16,16x1,32770,8194,2050,8194,53,0.000402675
manual_halo,16,16x1,32770,8194,2050,8194,54,0.000388021
manual_halo,16,16x1,32770,8194,2050,8194,55,0.000376084
manual_halo,16,16x1,32770,8194,2050,8194,56,0.000394388
manual_halo,16,16x1,32770,8194,2050,8194,57,0.000382932
manual_halo,16,16x1,32770,8194,2050,8194,58,0.000380949
manual_halo,16,16x1,32770,8194,2050,8194,59,0.000428371
manual_halo,16,16x1,32770,8194,2050,8194,60,0.000383187
manual_halo,16,16x1,32770,8194,2050,8194,61,0.000378325
manual_halo,16,16x1,32770,8194,2050,8194,62,0.000387861
manual_halo,16,16x1,32770,8194,2050,8194,63,0.000379668
manual_halo,16,16x1,32770,8194,2050,8194,64,0.000376405
manual_halo,16,16x1,32770,8194,2050,8194,65,0.000378644
manual_halo,16,16x1,32770,8194,2050,8194,66,0.000371701
manual_halo,16,16x1,32770,8194,2050,8194,67,0.000376276
manual_halo,16,16x1,32770,8194,2050,8194,68,0.000389780
manual_halo,16,16x1,32770,8194,2050,8194,69,0.000382995
manual_halo,16,16x1,32770,8194,2050,8194,70,0.000386451
manual_halo,16,16x1,32770,8194,2050,8194,71,0.000379348
manual_halo,16,16x1,32770,8194,2050,8194,72,0.000388243
manual_halo,16,16x1,32770,8194,2050,8194,73,0.000377076
manual_halo,16,16x1,32770,8194,2050,8194,74,0.000365781
manual_halo,16,16x1,32770,8194,2050,8194,75,0.000377525
manual_halo,16,16x1,32770,8194,2050,8194,76,0.000398483
manual_halo,16,16x1,32770,8194,2050,8194,77,0.000377364
manual_halo,16,16x1,32770,8194,2050,8194,78,0.000385523
manual_halo,16,16x1,32770,8194,2050,8194,79,0.000387347
manual_halo,16,16x1,32770,8194,2050,8194,80,0.000373589
manual_halo,16,16x1,32770,8194,2050,8194,81,0.000384051
manual_halo,16,16x1,32770,8194,2050,8194,82,0.000381204
manual_halo,16,16x1,32770,8194,2050,8194,83,0.000374323
manual_halo,16,16x1,32770,8194,2050,8194,84,0.000393171
manual_halo,16,16x1,32770,8194,2050,8194,85,0.000386324
manual_halo,16,16x1,32770,8194,2050,8194,86,0.000383444
manual_halo,16,16x1,32770,8194,2050,8194,87,0.000366868
manual_halo,16,16x1,32770,8194,2050,8194,88,0.000381491
manual_halo,16,16x1,32770,8194,2050,8194,89,0.000395283
manual_halo,16,16x1,32770,8194,2050,8194,90,0.000378740
manual_halo,16,16x1,32770,8194,2050,8194,91,0.000381172
manual_halo,16,16x1,32770,8194,2050,8194,92,0.000381940
manual_halo,16,16x1,32770,8194,2050,8194,93,0.000363829
manual_halo,16,16x1,32770,8194,2050,8194,94,0.000384180
manual_halo,16,16x1,32770,8194,2050,8194,95,0.000388819
manual_halo,16,16x1,32770,8194,2050,8194,96,0.000380661
manual_halo,16,16x1,32770,8194,2050,8194,97,0.000384532
manual_halo,16,16x1,32770,8194,2050,8194,98,0.000387444
manual_halo,16,16x1,32770,8194,2050,8194,99,0.000374996
manual_halo,16,16x1,32770,8194,2050,8194,100,0.000386228
manual_halo,16,16x1,32770,8194,2050,8194,101,0.000396947
manual_halo,16,16x1,32770,8194,2050,8194,102,0.000382420
manual_halo,16,16x1,32770,8194,2050,8194,103,0.000377172
manual_halo,16,16x1,32770,8194,2050,8194,104,0.000387860
manual_halo,16,16x1,32770,8194,2050,8194,105,0.000376819
manual_halo,16,16x1,32770,8194,2050,8194,106,0.000369235
manual_halo,16,16x1,32770,8194,2050,8194,107,0.000387763
manual_halo,16,16x1,32770,8194,2050,8194,108,0.000381780
manual_halo,16,16x1,32770,8194,2050,8194,109,0.000384243
manual_halo,16,16x1,32770,8194,2050,8194,110,0.000377140
manual_halo,16,16x1,32770,8194,2050,8194,111,0.000382293
manual_halo,16,16x1,32770,8194,2050,8194,112,0.000368724
manual_halo,16,16x1,32770,8194,2050,8194,113,0.000384948
manual_halo,16,16x1,32770,8194,2050,8194,114,0.000391988
manual_halo,16,16x1,32770,8194,2050,8194,115,0.000375827
manual_halo,16,16x1,32770,8194,2050,8194,116,0.000374069
manual_halo,16,16x1,32770,8194,2050,8194,117,0.000379315
manual_halo,16,16x1,32770,8194,2050,8194,118,0.000387060
manual_halo,16,16x1,32770,8194,2050,8194,119,0.000373939
manual_halo,16,16x1,32770,8194,2050,8194,120,0.000378709
manual_halo,16,16x1,32770,8194,2050,8194,121,0.000382163
manual_halo,16,16x1,32770,8194,2050,8194,122,0.000397843
manual_halo,16,16x1,32770,8194,2050,8194,123,0.000376467
manual_halo,16,16x1,32770,8194,2050,8194,124,0.000382772
manual_halo,16,16x1,32770,8194,2050,8194,125,0.000367125
manual_halo,16,16x1,32770,8194,2050,8194,126,0.000382643
manual_halo,16,16x1,32770,8194,2050,8194,127,0.000375573
manual_halo,16,16x1,32770,8194,2050,8194,128,0.000382260
manual_halo,16,16x1,32770,8194,2050,8194,129,0.000377588
manual_halo,16,16x1,32770,8194,2050,8194,130,0.000386613
manual_halo,16,16x1,32770,8194,2050,8194,131,0.000374196
manual_halo,16,16x1,32770,8194,2050,8194,132,0.000373045
manual_halo,16,16x1,32770,8194,2050,8194,133,0.000370164
manual_halo,16,16x1,32770,8194,2050,8194,134,0.000390195
manual_halo,16,16x1,32770,8194,2050,8194,135,0.000379059
manual_halo,16,16x1,32770,8194,2050,8194,136,0.000376820
manual_halo,16,16x1,32770,8194,2050,8194,137,0.000375060
manual_halo,16,16x1,32770,8194,2050,8194,138,0.000368373
manual_halo,16,16x1,32770,8194,2050,8194,139,0.000387604
manual_halo,16,16x1,32770,8194,2050,8194,140,0.000377429
manual_halo,16,16x1,32770,8194,2050,8194,141,0.000408402
manual_halo,16,16x1,32770,8194,2050,8194,142,0.000394611
manual_halo,16,16x1,32770,8194,2050,8194,143,0.000379989
manual_halo,16,16x1,32770,8194,2050,8194,144,0.000370645
manual_halo,16,16x1,32770,8194,2050,8194,145,0.000376916
manual_halo,16,16x1,32770,8194,2050,8194,146,0.000376244
manual_halo,16,16x1,32770,8194,2050,8194,147,0.000380916
manual_halo,16,16x1,32770,8194,2050,8194,148,0.000389235
manual_halo,16,16x1,32770,8194,2050,8194,149,0.000376723
manual_halo,16,16x1,32770,8194,2050,8194,150,0.000377428
manual_halo,16,16x1,32770,8194,2050,8194,151,0.000382516
manual_halo,16,16x1,32770,8194,2050,8194,152,0.000381075
manual_halo,16,16x1,32770,8194,2050,8194,153,0.000385748
manual_halo,16,16x1,32770,8194,2050,8194,154,0.000385877
manual_halo,16,16x1,32770,8194,2050,8194,155,0.000381011
manual_halo,16,16x1,32770,8194,2050,8194,156,0.000375859
manual_halo,16,16x1,32770,8194,2050,8194,157,0.000367637
manual_halo,16,16x1,32770,8194,2050,8194,158,0.000381652
manual_halo,16,16x1,32770,8194,2050,8194,159,0.000387860
manual_halo,16,16x1,32770,8194,2050,8194,160,0.000395668
manual_halo,16,16x1,32770,8194,2050,8194,161,0.000391028
manual_halo,16,16x1,32770,8194,2050,8194,162,0.000378388
manual_halo,16,16x1,32770,8194,2050,8194,163,0.000376501
manual_halo,16,16x1,32770,8194,2050,8194,164,0.000375925
manual_halo,16,16x1,32770,8194,2050,8194,165,0.000394709
manual_halo,16,16x1,32770,8194,2050,8194,166,0.000375316
manual_halo,16,16x1,32770,8194,2050,8194,167,0.000384565
manual_halo,16,16x1,32770,8194,2050,8194,168,0.000377781
manual_halo,16,16x1,32770,8194,2050,8194,169,0.000377620
manual_halo,16,16x1,32770,8194,2050,8194,170,0.000384373
manual_halo,16,16x1,32770,8194,2050,8194,171,0.000384980
manual_halo,16,16x1,32770,8194,2050,8194,172,0.000371029
manual_halo,16,16x1,32770,8194,2050,8194,173,0.000377716
manual_halo,16,16x1,32770,8194,2050,8194,174,0.000378547
manual_halo,16,16x1,32770,8194,2050,8194,175,0.000386069
manual_halo,16,16x1,32770,8194,2050,8194,176,0.000370900
manual_halo,16,16x1,32770,8194,2050,8194,177,0.000386099
manual_halo,16,16x1,32770,8194,2050,8194,178,0.000374516
manual_halo,16,16x1,32770,8194,2050,8194,179,0.000377205
manual_halo,16,16x1,32770,8194,2050,8194,180,0.000387285
manual_halo,16,16x1,32770,8194,2050,8194,181,0.000377077
manual_halo,16,16x1,32770,8194,2050,8194,182,0.000378515
manual_halo,16,16x1,32770,8194,2050,8194,183,0.000390004
manual_halo,16,16x1,32770,8194,2050,8194,184,0.000382419
manual_halo,16,16x1,32770,8194,2050,8194,185,0.000370868
manual_halo,16,16x1,32770,8194,2050,8194,186,0.000375316
manual_halo,16,16x1,32770,8194,2050,8194,187,0.000380915
manual_halo,16,16x1,32770,8194,2050,8194,188,0.000379252
manual_halo,16,16x1,32770,8194,2050,8194,189,0.000364916
manual_halo,16,16x1,32770,8194,2050,8194,190,0.000392852
manual_halo,16,16x1,32770,8194,2050,8194,191,0.000371284
manual_halo,16,16x1,32770,8194,2050,8194,192,0.000377268
manual_halo,16,16x1,32770,8194,2050,8194,193,0.000388755
manual_halo,16,16x1,32770,8194,2050,8194,194,0.000375379
manual_halo,16,16x1,32770,8194,2050,8194,195,0.000376436
manual_halo,16,16x1,32770,8194,2050,8194,196,0.000382516
manual_halo,16,16x1,32770,8194,2050,8194,197,0.000384435
manual_halo,16,16x1,32770,8194,2050,8194,198,0.000385203
manual_halo,16,16x1,32770,8194,2050,8194,199,0.000381235
manual_halo,16,16x1,32770,8194,2050,8194,200,0.000388787
manual_halo,16,8x2,32770,8194,4098,4098,1,0.000572110
manual_halo,16,8x2,32770,8194,4098,4098,2,0.000596046
manual_halo,16,8x2,32770,8194,4098,4098,3,0.000575183
manual_halo,16,8x2,32770,8194,4098,4098,4,0.000550416
manual_halo,16,8x2,32770,8194,4098,4098,5,0.000578990
manual_halo,16,8x2,32770,8194,4098,4098,6,0.000558031
manual_halo,16,8x2,32770,8194,4098,4098,7,0.000546704
manual_halo,16,8x2,32770,8194,4098,4098,8,0.000559727
manual_halo,16,8x2,32770,8194,4098,4098,9,0.000557327
manual_halo,16,8x2,32770,8194,4098,4098,10,0.000550128
manual_halo,16,8x2,32770,8194,4098,4098,11,0.000563023
manual_halo,16,8x2,32770,8194,4098,4098,12,0.000586318
manual_halo,16,8x2,32770,8194,4098,4098,13,0.000563183
manual_halo,16,8x2,32770,8194,4098,4098,14,0.000557520
manual_halo,16,8x2,32770,8194,4098,4098,15,0.000569551
manual_halo,16,8x2,32770,8194,4098,4098,16,0.000555727
manual_halo,16,8x2,32770,8194,4098,4098,17,0.000542511
manual_halo,16,8x2,32770,8194,4098,4098,18,0.000549583
manual_halo,16,8x2,32770,8194,4098,4098,19,0.000550512
manual_halo,16,8x2,32770,8194,4098,4098,20,0.000565103
manual_halo,16,8x2,32770,8194,4098,4098,21,0.000568783
manual_halo,16,8x2,32770,8194,4098,4098,22,0.000571310
manual_halo,16,8x2,32770,8194,4098,4098,23,0.000532719
manual_halo,16,8x2,32770,8194,4098,4098,24,0.000556719
manual_halo,16,8x2,32770,8194,4098,4098,25,0.000560046
manual_halo,16,8x2,32770,8194,4098,4098,26,0.000563855
manual_halo,16,8x2,32770,8194,4098,4098,27,0.000545103
manual_halo,16,8x2,32770,8194,4098,4098,28,0.000557263
manual_halo,16,8x2,32770,8194,4098,4098,29,0.000565199
manual_halo,16,8x2,32770,8194,4098,4098,30,0.000555117
manual_halo,16,8x2,32770,8194,4098,4098,31,0.000547183
manual_halo,16,8x2,32770,8194,4098,4098,32,0.000545488
manual_halo,16,8x2,32770,8194,4098,4098,33,0.000564911
manual_halo,16,8x2,32770,8194,4098,4098,34,0.000560143
manual_halo,16,8x2,32770,8194,4098,4098,35,0.000544431
manual_halo,16,8x2,32770,8194,4098,4098,36,0.000538351
manual_halo,16,8x2,32770,8194,4098,4098,37,0.000545104
manual_halo,16,8x2,32770,8194,4098,4098,38,0.000548623
manual_halo,16,8x2,32770,8194,4098,4098,39,0.000559503
manual_halo,16,8x2,32770,8194,4098,4098,40,0.000593486
manual_halo,16,8x2,32770,8194,4098,4098,41,0.000550320
manual_halo,16,8x2,32770,8194,4098,4098,42,0.000548496
manual_halo,16,8x2,32770,8194,4098,4098,43,0.000550448
manual_halo,16,8x2,32770,8194,4098,4098,44,0.000547600
manual_halo,16,8x2,32770,8194,4098,4098,45,0.000553104
manual_halo,16,8x2,32770,8194,4098,4098,46,0.000553071
manual_halo,16,8x2,32770,8194,4098,4098,47,0.000556335
manual_halo,16,8x2,32770,8194,4098,4098,48,0.000545295
manual_halo,16,8x2,32770,8194,4098,4098,49,0.000526000
manual_halo,16,8x2,32770,8194,4098,4098,50,0.000546480
manual_halo,16,8x2,32770,8194,4098,4098,51,0.000567791
manual_halo,16,8x2,32770,8194,4098,4098,52,0.000543151
manual_halo,16,8x2,32770,8194,4098,4098,53,0.000557167
manual_halo,16,8x2,32770,8194,4098,4098,54,0.000542735
manual_halo,16,8x2,32770,8194,4098,4098,55,0.000546287
manual_halo,16,8x2,32770,8194,4098,4098,56,0.000548655
manual_halo,16,8x2,32770,8194,4098,4098,57,0.000546575
manual_halo,16,8x2,32770,8194,4098,4098,58,0.000561871
manual_halo,16,8x2,32770,8194,4098,4098,59,0.000544239
manual_halo,16,8x2,32770,8194,4098,4098,60,0.000541679
manual_halo,16,8x2,32770,8194,4098,4098,61,0.000534512
manual_halo,16,8x2,32770,8194,4098,4098,62,0.000556815
manual_halo,16,8x2,32770,8194,4098,4098,63,0.000544752
manual_halo,16,8x2,32770,8194,4098,4098,64,0.000533264
manual_halo,16,8x2,32770,8194,4098,4098,65,0.000557295
manual_halo,16,8x2,32770,8194,4098,4098,66,0.000539760
manual_halo,16,8x2,32770,8194,4098,4098,67,0.000532400
manual_halo,16,8x2,32770,8194,4098,4098,68,0.000543696
manual_halo,16,8x2,32770,8194,4098,4098,69,0.000536144
manual_halo,16,8x2,32770,8194,4098,4098,70,0.000541935
manual_halo,16,8x2,32770,8194,4098,4098,71,0.000548623
manual_halo,16,8x2,32770,8194,4098,4098,72,0.000551695
manual_halo,16,8x2,32770,8194,4098,4098,73,0.000536016
manual_halo,16,8x2,32770,8194,4098,4098,74,0.000535567
manual_halo,16,8x2,32770,8194,4098,4098,75,0.000538576
manual_halo,16,8x2,32770,8194,4098,4098,76,0.000539631
manual_halo,16,8x2,32770,8194,4098,4098,77,0.000538159
manual_halo,16,8x2,32770,8194,4098,4098,78,0.000539632
manual_halo,16,8x2,32770,8194,4098,4098,79,0.000552527
manual_halo,16,8x2,32770,8194,4098,4098,80,0.000535920
manual_halo,16,8x2,32770,8194,4098,4098,81,0.000533488
manual_halo,16,8x2,32770,8194,4098,4098,82,0.000547151
manual_halo,16,8x2,32770,8194,4098,4098,83,0.000545328
manual_halo,16,8x2,32770,8194,4098,4098,84,0.000544912
manual_halo,16,8x2,32770,8194,4098,4098,85,0.000538288
manual_halo,16,8x2,32770,8194,4098,4098,86,0.000544111
manual_halo,16,8x2,32770,8194,4098,4098,87,0.000550159
manual_halo,16,8x2,32770,8194,4098,4098,88,0.000544783
manual_halo,16,8x2,32770,8194,4098,4098,89,0.000549296
manual_halo,16,8x2,32770,8194,4098,4098,90,0.000544751
manual_halo,16,8x2,32770,8194,4098,4098,91,0.000550959
manual_halo,16,8x2,32770,8194,4098,4098,92,0.000550575
manual_halo,16,8x2,32770,8194,4098,4098,93,0.000521616
manual_halo,16,8x2,32770,8194,4098,4098,94,0.000539024
manual_halo,16,8x2,32770,8194,4098,4098,95,0.000539887
manual_halo,16,8x2,32770,8194,4098,4098,96,0.000539536
manual_halo,16,8x2,32770,8194,4098,4098,97,0.000552943
manual_halo,16,8x2,32770,8194,4098,4098,98,0.000546160
manual_halo,16,8x2,32770,8194,4098,4098,99,0.000548943
manual_halo,16,8x2,32770,8194,4098,4098,100,0.000552239
manual_halo,16,8x2,32770,8194,4098,4098,101,0.000540560
manual_halo,16,8x2,32770,8194,4098,4098,102,0.000539920
manual_halo,16,8x2,32770,8194,4098,4098,103,0.000539568
manual_halo,16,8x2,32770,8194,4098,4098,104,0.000548047
manual_halo,16,8x2,32770,8194,4098,4098,105,0.000555151
manual_halo,16,8x2,32770,8194,4098,4098,106,0.000539824
manual_halo,16,8x2,32770,8194,4098,4098,107,0.000542256
manual_halo,16,8x2,32770,8194,4098,4098,108,0.000549199
manual_halo,16,8x2,32770,8194,4098,4098,109,0.000549648
manual_halo,16,8x2,32770,8194,4098,4098,110,0.000551024
manual_halo,16,8x2,32770,8194,4098,4098,111,0.000548815
manual_halo,16,8x2,32770,8194,4098,4098,112,0.000537776
manual_halo,16,8x2,32770,8194,4098,4098,113,0.000557423
manual_halo,16,8x2,32770,8194,4098,4098,114,0.000553903
manual_halo,16,8x2,32770,8194,4098,4098,115,0.000545679
manual_halo,16,8x2,32770,8194,4098,4098,116,0.000546031
manual_halo,16,8x2,32770,8194,4098,4098,117,0.000554799
manual_halo,16,8x2,32770,8194,4098,4098,118,0.000541839
manual_halo,16,8x2,32770,8194,4098,4098,119,0.000543312
manual_halo,16,8x2,32770,8194,4098,4098,120,0.000584527
manual_halo,16,8x2,32770,8194,4098,4098,121,0.000556848
manual_halo,16,8x2,32770,8194,4098,4098,122,0.000544719
manual_halo,16,8x2,32770,8194,4098,4098,123,0.000544208
manual_halo,16,8x2,32770,8194,4098,4098,124,0.000546928
manual_halo,16,8x2,32770,8194,4098,4098,125,0.000526064
manual_halo,16,8x2,32770,8194,4098,4098,126,0.000564047
manual_halo,16,8x2,32770,8194,4098,4098,127,0.000563695
manual_halo,16,8x2,32770,8194,4098,4098,128,0.000536272
manual_halo,16,8x2,32770,8194,4098,4098,129,0.000541936
manual_halo,16,8x2,32770,8194,4098,4098,130,0.000567407
manual_halo,16,8x2,32770,8194,4098,4098,131,0.000538576
manual_halo,16,8x2,32770,8194,4098,4098,132,0.000541967
manual_halo,16,8x2,32770,8194,4098,4098,133,0.000541168
manual_halo,16,8x2,32770,8194,4098,4098,134,0.000540239
manual_halo,16,8x2,32770,8194,4098,4098,135,0.000530416
manual_halo,16,8x2,32770,8194,4098,4098,136,0.000546704
manual_halo,16,8x2,32770,8194,4098,4098,137,0.000550512
manual_halo,16,8x2,32770,8194,4098,4098,138,0.000533743
manual_halo,16,8x2,32770,8194,4098,4098,139,0.000538928
manual_halo,16,8x2,32770,8194,4098,4098,140,0.000539024
manual_halo,16,8x2,32770,8194,4098,4098,141,0.000550256
manual_halo,16,8x2,32770,8194,4098,4098,142,0.000558671
manual_halo,16,8x2,32770,8194,4098,4098,143,0.000548495
manual_halo,16,8x2,32770,8194,4098,4098,144,0.000530192
manual_halo,16,8x2,32770,8194,4098,4098,145,0.000536880
manual_halo,16,8x2,32770,8194,4098,4098,146,0.000541999
manual_halo,16,8x2,32770,8194,4098,4098,147,0.000531728
manual_halo,16,8x2,32770,8194,4098,4098,148,0.000539215
manual_halo,16,8x2,32770,8194,4098,4098,149,0.000547024
manual_halo,16,8x2,32770,8194,4098,4098,150,0.000538318
manual_halo,16,8x2,32770,8194,4098,4098,151,0.000556399
manual_halo,16,8x2,32770,8194,4098,4098,152,0.000542895
manual_halo,16,8x2,32770,8194,4098,4098,153,0.000539344
manual_halo,16,8x2,32770,8194,4098,4098,154,0.000540816
manual_halo,16,8x2,32770,8194,4098,4098,155,0.000544144
manual_halo,16,8x2,32770,8194,4098,4098,156,0.000571503
manual_halo,16,8x2,32770,8194,4098,4098,157,0.000518992
manual_halo,16,8x2,32770,8194,4098,4098,158,0.000539952
manual_halo,16,8x2,32770,8194,4098,4098,159,0.000558350
manual_halo,16,8x2,32770,8194,4098,4098,160,0.000549903
manual_halo,16,8x2,32770,8194,4098,4098,161,0.000540624
manual_halo,16,8x2,32770,8194,4098,4098,162,0.000552783
manual_halo,16,8x2,32770,8194,4098,4098,163,0.000521296
manual_halo,16,8x2,32770,8194,4098,4098,164,0.000537584
manual_halo,16,8x2,32770,8194,4098,4098,165,0.000551663
manual_halo,16,8x2,32770,8194,4098,4098,166,0.000536688
manual_halo,16,8x2,32770,8194,4098,4098,167,0.000538992
manual_halo,16,8x2,32770,8194,4098,4098,168,0.000540816
manual_halo,16,8x2,32770,8194,4098,4098,169,0.000545328
manual_halo,16,8x2,32770,8194,4098,4098,170,0.000543280
manual_halo,16,8x2,32770,8194,4098,4098,171,0.000541775
manual_halo,16,8x2,32770,8194,4098,4098,172,0.000532816
manual_halo,16,8x2,32770,8194,4098,4098,173,0.000544207
manual_halo,16,8x2,32770,8194,4098,4098,174,0.000562767
manual_halo,16,8x2,32770,8194,4098,4098,175,0.000534959
manual_halo,16,8x2,32770,8194,4098,4098,176,0.000520208
manual_halo,16,8x2,32770,8194,4098,4098,177,0.000539152
manual_halo,16,8x2,32770,8194,4098,4098,178,0.000530960
manual_halo,16,8x2,32770,8194,4098,4098,179,0.000538159
manual_halo,16,8x2,32770,8194,4098,4098,180,0.000546959
manual_halo,16,8x2,32770,8194,4098,4098,181,0.000544688
manual_halo,16,8x2,32770,8194,4098,4098,182,0.000522320
manual_halo,16,8x2,32770,8194,4098,4098,183,0.000528144
manual_halo,16,8x2,32770,8194,4098,4098,184,0.000541487
manual_halo,16,8x2,32770,8194,4098,4098,185,0.000533456
manual_halo,16,8x2,32770,8194,4098,4098,186,0.000544368
manual_halo,16,8x2,32770,8194,4098,4098,187,0.000529104
manual_halo,16,8x2,32770,8194,4098,4098,188,0.000559599
manual_halo,16,8x2,32770,8194,4098,4098,189,0.000534383
manual_halo,16,8x2,32770,8194,4098,4098,190,0.000530448
manual_halo,16,8x2,32770,8194,4098,4098,191,0.000548207
manual_halo,16,8x2,32770,8194,4098,4098,192,0.000557423
manual_halo,16,8x2,32770,8194,4098,4098,193,0.000553679
manual_halo,16,8x2,32770,8194,4098,4098,194,0.000528752
manual_halo,16,8x2,32770,8194,4098,4098,195,0.000523857
manual_halo,16,8x2,32770,8194,4098,4098,196,0.000540655
manual_halo,16,8x2,32770,8194,4098,4098,197,0.000527728
manual_halo,16,8x2,32770,8194,4098,4098,198,0.000537424
manual_halo,16,8x2,32770,8194,4098,4098,199,0.000547535
manual_halo,16,8x2,32770,8194,4098,4098,200,0.000550479
manual_halo,16,4x4,32770,8194,8194,2050,1,0.000576591
manual_halo,16,4x4,32770,8194,8194,2050,2,0.000583823
manual_halo,16,4x4,32770,8194,8194,2050,3,0.000575087
manual_halo,16,4x4,32770,8194,8194,2050,4,0.000568560
manual_halo,16,4x4,32770,8194,8194,2050,5,0.000572558
manual_halo,16,4x4,32770,8194,8194,2050,6,0.000564239
manual_halo,16,4x4,32770,8194,8194,2050,7,0.000555664
manual_halo,16,4x4,32770,8194,8194,2050,8,0.000552239
manual_halo,16,4x4,32770,8194,8194,2050,9,0.000569487
manual_halo,16,4x4,32770,8194,8194,2050,10,0.000546127
manual_halo,16,4x4,32770,8194,8194,2050,11,0.000558127
manual_halo,16,4x4,32770,8194,8194,2050,12,0.000562031
manual_halo,16,4x4,32770,8194,8194,2050,13,0.000572303
manual_halo,16,4x4,32770,8194,8194,2050,14,0.000556144
manual_halo,16,4x4,32770,8194,8194,2050,15,0.000574159
manual_halo,16,4x4,32770,8194,8194,2050,16,0.000564847
manual_halo,16,4x4,32770,8194,8194,2050,17,0.000579183
manual_halo,16,4x4,32770,8194,8194,2050,18,0.000574030
manual_halo,16,4x4,32770,8194,8194,2050,19,0.000570031
manual_halo,16,4x4,32770,8194,8194,2050,20,0.000556879
manual_halo,16,4x4,32770,8194,8194,2050,21,0.000543056
manual_halo,16,4x4,32770,8194,8194,2050,22,0.000555887
manual_halo,16,4x4,32770,8194,8194,2050,23,0.000536368
manual_halo,16,4x4,32770,8194,8194,2050,24,0.000563951
manual_halo,16,4x4,32770,8194,8194,2050,25,0.000548879
manual_halo,16,4x4,32770,8194,8194,2050,26,0.000557839
manual_halo,16,4x4,32770,8194,8194,2050,27,0.000549039
manual_halo,16,4x4,32770,8194,8194,2050,28,0.000554415
manual_halo,16,4x4,32770,8194,8194,2050,29,0.000555503
manual_halo,16,4x4,32770,8194,8194,2050,30,0.000573775
manual_halo,16,4x4,32770,8194,8194,2050,31,0.000542704
manual_halo,16,4x4,32770,8194,8194,2050,32,0.000544880
manual_halo,16,4x4,32770,8194,8194,2050,33,0.000549551
manual_halo,16,4x4,32770,8194,8194,2050,34,0.000558447
